,Unnamed: 0.1,Unnamed: 0,start_at,open,high,low,close,volume,turnover,date,funding_rate,oi,rsi,upper1,lower1,middle,upper2,lower2,upper3,lower3,macd,macdsignal,macdhist,p_di,m_di,adx,adxr,volume_ma,volume_ma_diff,middle_diff,band_diff,di_diff,sma,ema,upper_diff,lower_diff,ema_diff,sma_diff,rsi_sell,rsi_buy,dmi_diff,macd_diff,state,bb_direction,entry_price,exit_price,current_profit,bb_profit,profit_max,profit_min,profit_mean,prediction,entry_volume
1911,15324,15456,1696608000000.0,27931.0,28014.4,27787.4,27864.2,11023.43,307459487.9526,2023-10-06 16:00:00,4.57e-06,62380.432,58.87,27776.05,27458.43,27617.24,27934.85,27299.63,28093.66,27140.82,46.09,8.46,37.62,21.71,19.72,16.78,17.14,8640.487642857146,562.94,-246.95999999999916,153.41,10.11,27652.57,27807.66,70.64999999999782,-564.5699999999997,-56.54000000000087,-211.63000000000105,-11.130000000000004,28.87,1.990000000000002,37.63,PositionState,upper,27864.2,27871.6,0.0,7.399999999997817,159.39999999999782,-5.600000000002183,54.15925925925843,0,6166.941
1912,15351,15483,1696705200000.0,27871.6,27901.9,27829.0,27848.3,1958.129,54567928.5625,2023-10-07 19:00:00,-3.952e-05,64902.049,47.7,27923.84,27856.77,27890.3,27957.37,27823.23,27990.91,27789.69,28.31,46.8,-18.49,18.53,17.21,17.58,16.56,1583.4542142857156,79.46,42.0,8.5,-2.16,27911.41,27871.95,109.06999999999972,-25.06999999999971,23.65000000000145,63.11000000000058,-22.3,17.700000000000003,1.3200000000000005,-18.49,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1913,15352,15484,1696708800000.0,27848.3,27908.1,27837.7,27906.3,1043.577,29086601.2495,2023-10-07 20:00:00,-3.952e-05,64906.744,53.32,27925.32,27858.33,27891.82,27958.81,27824.84,27992.3,27791.35,26.58,42.76,-16.18,18.01,16.29,16.68,16.02,1592.9683571428588,9.51,-14.479999999999563,1.11,-0.66,27909.21,27889.12,52.51000000000204,-81.45999999999913,-17.18000000000029,2.9099999999998545,-16.68,23.32,1.7200000000000024,-16.18,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1914,15353,15485,1696712400000.0,27906.3,27939.0,27894.8,27917.5,1043.741,29139990.0951,2023-10-07 21:00:00,-3.952e-05,64681.119,54.34,27927.62,27860.92,27894.27,27960.97,27827.57,27994.32,27794.22,25.81,39.37,-13.56,19.82,15.72,16.31,16.22,1606.2284285714302,13.26,-23.229999999999563,0.87,1.85,27906.55,27903.31,43.47000000000117,-89.93000000000029,-14.18999999999869,-10.950000000000728,-15.659999999999997,24.340000000000003,4.1,-13.56,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1915,15354,15486,1696716000000.0,27917.5,27939.4,27910.0,27939.1,798.696,22306679.7652,2023-10-07 22:00:00,-3.952e-05,64388.322,56.32,27930.39,27866.68,27898.54,27962.25,27834.83,27994.1,27802.98,26.63,36.82,-10.18,19.37,15.33,15.98,16.41,1440.5436428571445,-165.68,-40.55999999999767,-3.82,1.75,27908.77,27921.2,23.15000000000145,-104.2699999999968,-17.899999999997817,-30.32999999999811,-13.68,26.32,4.040000000000001,-10.19,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1916,15355,15487,1696719600000.0,27939.1,27950.8,27929.2,27942.3,641.64,17926626.8873,2023-10-07 23:00:00,-3.952e-05,64472.806,56.62,27934.61,27870.8,27902.71,27966.52,27838.89,27998.43,27806.98,27.23,34.9,-7.67,20.0,15.04,15.85,16.61,1353.4773571428589,-87.06,-39.59000000000015,1.49,0.47,27909.6,27931.75,24.220000000001164,-103.40999999999984,-10.549999999999272,-32.70000000000073,-13.380000000000004,26.62,4.960000000000001,-7.669999999999998,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1917,15356,15488,1696723200000.0,27942.3,27967.5,27938.9,27954.6,1125.699,31468853.2632,2023-10-08 00:00:00,-8.017e-05,64417.379,57.82,27940.45,27874.84,27907.65,27973.26,27842.04,28006.06,27809.23,28.37,33.6,-5.22,21.02,14.65,15.99,17.13,1337.5124285714303,-15.96,-46.94999999999709,7.85,2.03,27912.86,27943.17,18.65999999999985,-112.55999999999769,-11.430000000000293,-41.73999999999796,-12.18,27.82,6.369999999999999,-5.23,,,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1918,15357,15489,1696726800000.0,27954.6,28011.9,27930.0,28000.7,1521.356,42560291.4181,2023-10-08 01:00:00,-8.017e-05,64351.964,62.06,27953.05,27879.96,27916.51,27989.6,27843.42,28026.15,27806.87,32.62,33.4,-0.78,23.51,13.55,16.77,17.94,1326.544571428573,-10.96,-84.19000000000233,21.7,4.61,27921.61,27971.93,-11.100000000002185,-157.28000000000247,-28.77000000000044,-79.09000000000015,-7.939999999999998,32.06,9.96,-0.7800000000000011,EnterPreparationState,upper,27998.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1520.661
1919,15358,15490,1696730400000.0,28000.7,28077.7,27968.6,27998.3,2990.289,83806033.0829,2023-10-08 02:00:00,-8.017e-05,64566.536,61.71,27962.42,27886.18,27924.3,28000.53,27848.06,28038.65,27809.94,35.38,33.8,1.58,27.09,12.23,18.27,18.76,1463.3007857142877,136.75,-74.0,22.62,7.39,27930.96,27985.11,2.2299999999995634,-150.23999999999796,-13.18999999999869,-67.34000000000015,-8.29,31.71,14.86,1.5800000000000054,PositionState,upper,27998.3,27915.8,0.0,-82.5,47.5,-82.5,-11.666666666666666,0,1520.661
1920,15490,15622,1697205600000.0,26840.1,26840.1,26723.0,26748.9,5096.115,136500944.7932,2023-10-13 14:00:00,8.044e-05,70637.081,46.24,26843.43,26743.59,26793.51,26893.35,26693.67,26943.27,26643.76,3.23,-4.41,7.64,26.57,16.75,24.26,20.99,2706.049071428573,94.27,44.609999999996944,-38.5,-8.39,26807.16,26798.31,144.4499999999971,-55.2300000000032,49.409999999999854,58.2599999999984,-23.76,16.240000000000002,9.82,7.640000000000001,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1921,15491,15623,1697209200000.0,26748.9,26774.3,26670.2,26697.5,4588.922,122605246.1334,2023-10-13 15:00:00,8.044e-05,70371.24,42.88,26834.4,26734.34,26784.37,26884.43,26684.3,26934.46,26634.27,-5.19,-4.57,-0.62,24.62,19.25,23.4,20.34,2915.5213571428585,209.47,86.86999999999898,-19.54,-6.86,26796.08,26747.9,186.9300000000003,-13.200000000000728,50.400000000001455,98.58000000000176,-27.12,12.880000000000004,5.370000000000001,-0.6200000000000001,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1922,15492,15624,1697212800000.0,26697.5,26810.5,26691.1,26792.7,4081.096,109241371.0153,2023-10-13 16:00:00,0.0001,70669.172,50.11,26833.85,26736.47,26785.16,26882.54,26687.78,26931.24,26639.08,-4.14,-4.48,0.34,25.09,17.65,22.97,20.06,3143.908642857144,228.38,-7.540000000000873,-14.28,0.12,26788.5,26770.3,89.84000000000015,-104.92000000000188,-22.40000000000145,-4.200000000000728,-19.89,20.11,7.440000000000001,0.3400000000000007,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1923,15493,15625,1697216400000.0,26792.7,26796.3,26673.6,26759.5,3536.883,94557225.5139,2023-10-13 17:00:00,0.0001,70868.325,47.83,26830.94,26734.49,26782.72,26879.17,26686.26,26927.39,26638.04,-5.92,-4.77,-1.15,22.97,17.36,22.33,19.67,3312.0453571428584,168.13,23.220000000001164,-3.74,-1.36,26785.48,26764.9,119.66999999999824,-73.2400000000016,5.400000000001455,25.979999999999563,-22.17,17.83,5.609999999999999,-1.1500000000000004,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1924,15494,15626,1697220000000.0,26759.5,26774.0,26720.0,26734.9,1029.587,27538853.262,2023-10-13 18:00:00,0.0001,70142.24099999,46.16,26826.66,26729.67,26778.16,26875.15,26681.17,26923.65,26632.67,-9.21,-5.66,-3.55,22.09,16.69,21.73,19.46,3335.913500000001,23.86,43.2599999999984,-2.29,-2.33,26785.97,26749.9,140.25,-53.7300000000032,15.0,51.06999999999971,-23.840000000000003,16.159999999999997,5.399999999999999,-3.5500000000000007,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1925,15495,15627,1697223600000.0,26734.9,26772.5,26707.9,26769.2,1797.427,48083471.8685,2023-10-13 19:00:00,0.0001,70154.738,48.84,26825.06,26729.55,26777.31,26872.82,26681.79,26920.58,26634.04,-8.95,-6.32,-2.62,21.05,16.79,20.98,19.42,3373.448714285716,37.53,8.110000000000582,-6.97,-2.01,26786.0,26759.55,103.61999999999898,-87.40999999999985,-9.650000000001455,16.799999999999272,-21.16,18.840000000000003,4.260000000000002,-2.629999999999999,,,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1926,15496,15628,1697227200000.0,26769.2,27078.0,26734.8,26971.7,12072.954,325098837.2991,2023-10-13 20:00:00,0.0001,69993.59299999,61.16,26857.78,26733.86,26795.82,26919.73,26671.91,26981.69,26609.95,7.51,-3.55,11.06,35.5,13.22,22.74,21.05,4116.708214285715,743.25,-175.88000000000102,54.45,16.98,26803.95,26865.62,-51.97000000000117,-299.7900000000009,-106.08000000000176,-167.75,-8.840000000000003,31.16,22.28,11.06,EnterPreparationState,upper,27000.1,0.0,0.0,0.0,0.0,0.0,0.0,0,8467.441
1927,15497,15629,1697230800000.0,26971.7,27120.1,26836.0,27000.1,13650.192,368451186.5211,2023-10-13 21:00:00,0.0001,69035.492,62.52,26891.21,26739.34,26815.28,26967.14,26663.41,27043.07,26587.48,22.59,1.67,20.91,32.2,11.11,24.6,22.53,4713.982142857144,597.27,-184.8199999999997,102.81,13.26,26812.73,26932.86,-32.95999999999913,-336.6899999999987,-67.23999999999796,-187.36999999999895,-7.479999999999997,32.52,21.090000000000003,20.92,PositionState,upper,27000.1,26859.4,0.0,-140.6999999999971,0.0,-178.89999999999782,-115.96363636363476,0,8467.441
1928,15535,15667,1697367600000.0,26885.5,26885.5,26833.7,26844.3,1068.669,28697412.0315,2023-10-15 11:00:00,6.929e-05,67098.299,45.56,26891.88,26843.42,26867.65,26916.11,26819.19,26940.34,26794.95,3.92,4.21,-0.29,24.43,24.85,15.88,19.97,595.088571428573,-26.04,23.350000000002183,-11.98,-10.4,26873.02,26864.94,71.81000000000131,-25.110000000000586,20.639999999999414,28.720000000001164,-24.44,15.560000000000002,-0.4200000000000017,-0.29,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1929,15536,15668,1697371200000.0,26844.3,26844.3,26811.4,26828.6,1096.959,29429073.7946,2023-10-15 12:00:00,6.929e-05,67263.507,42.74,26886.22,26841.64,26863.93,26908.51,26819.35,26930.81,26797.05,0.35,3.44,-3.08,22.95,27.46,15.38,19.04,635.5647857142873,40.47,35.330000000001746,-17.26,-6.64,26868.71,26846.77,79.90999999999985,-9.25,18.17000000000189,40.11000000000058,-27.26,12.740000000000002,-4.510000000000002,-3.09,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1930,15537,15669,1697374800000.0,26828.6,26962.3,26800.0,26846.9,6313.29,169690546.961,2023-10-15 13:00:00,6.929e-05,67268.246,46.87,26884.42,26840.2,26862.31,26906.52,26818.09,26928.63,26795.98,-0.97,2.55,-3.53,35.09,20.76,16.12,18.8,1059.1211428571444,423.55,15.409999999999854,-8.33,17.36,26866.06,26846.83,59.61999999999898,-28.81000000000131,-0.0699999999997089,19.15999999999985,-23.130000000000003,16.869999999999997,14.330000000000002,-3.52,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1931,15538,15670,1697378400000.0,26846.9,26907.8,26846.9,26860.0,1450.607,38993930.7598,2023-10-15 14:00:00,6.929e-05,66913.47,49.67,26884.2,26839.98,26862.09,26906.31,26817.86,26928.42,26795.75,-0.97,1.85,-2.82,31.94,18.89,16.8,18.72,1113.1216428571445,54.0,2.090000000000145,-1.96,10.86,26864.97,26853.41,46.31000000000131,-42.13999999999942,-6.5900000000001455,4.970000000001164,-20.33,19.67,13.05,-2.8200000000000003,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1932,15539,15671,1697382000000.0,26860.0,26898.7,26831.8,26879.4,1224.867,32909993.6389,2023-10-15 15:00:00,6.929e-05,67086.573,53.57,26886.3,26841.17,26863.74,26908.87,26818.6,26931.43,26796.04,0.59,1.6,-1.0,28.87,19.25,17.03,18.43,1128.4557857142877,15.33,-15.659999999999854,1.61,-6.58,26866.37,26866.4,29.46999999999753,-60.80000000000291,-13.0,-13.030000000002474,-16.43,23.57,9.62,-1.0100000000000002,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1933,15540,15672,1697385600000.0,26879.4,26915.0,26877.2,26913.0,1151.822,30981999.6981,2023-10-15 16:00:00,8.953e-05,67309.591,59.44,26893.03,26843.82,26868.43,26917.64,26819.22,26942.24,26794.61,4.49,2.18,2.31,29.66,18.18,17.52,18.32,1154.432214285716,25.97,-44.56999999999971,10.7,-1.21,26871.27,26889.7,4.639999999999418,-93.77999999999884,-23.299999999999272,-41.72999999999956,-10.560000000000002,29.44,11.48,2.31,,,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1934,15541,15673,1697389200000.0,26913.0,27014.8,26910.9,26970.0,4265.585,115005222.3482,2023-10-15 17:00:00,8.953e-05,67591.947,67.04,26909.0,26847.2,26878.1,26939.9,26816.3,26970.81,26785.39,12.04,4.15,7.89,38.98,15.63,19.32,18.87,1417.277285714287,262.84,-91.90000000000146,33.95,12.65,26879.78,26929.85,-30.099999999998545,-153.70000000000073,-40.150000000001455,-90.22000000000116,-2.9599999999999937,37.040000000000006,23.349999999999994,7.889999999999999,EnterPreparationState,upper,27045.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3729.28
1935,15542,15674,1697392800000.0,26970.0,27046.7,26938.0,27045.0,3005.687,81172544.9104,2023-10-15 18:00:00,8.953e-05,67946.37,73.96,26942.03,26845.96,26893.99,26990.07,26797.92,27038.1,26749.89,23.8,8.08,15.72,37.66,13.49,21.32,19.54,1602.924571428573,185.64,-151.0099999999984,90.81,10.13,26896.96,26987.42,-54.93000000000029,-247.08000000000172,-57.58000000000175,-148.04000000000087,3.9599999999999937,43.96,24.169999999999995,15.72,PositionState,upper,27045.0,28204.2,0.0,1159.2000000000007,1488.7000000000007,-12.099999999998545,873.4348837209305,0,3729.28
1936,15582,15714,1697536800000.0,28433.4,28600.0,28393.4,28494.1,7608.512,216813554.5627,2023-10-17 10:00:00,5.961e-05,59083.847,67.38,28388.42,28109.4,28248.91,28527.93,27969.89,28667.44,27830.38,179.83,206.57,-26.73,42.4,12.14,62.01,66.43,4531.660285714288,21.15,-245.1899999999987,-3.96,0.97,28329.34,28447.26,33.830000000001746,-524.2099999999991,-46.84000000000015,-164.7599999999984,-2.6200000000000045,37.38,30.26,-26.73999999999998,PositionState,upper,28412.0,28204.2,1449.0999999999983,0.0,0.0,0.0,0.0,0,4810.248
1937,15583,15715,1697540400000.0,28494.1,28519.5,28406.5,28409.7,2319.361,65994401.2726,2023-10-17 11:00:00,5.961e-05,59420.704,62.09,28388.15,28140.3,28264.22,28512.07,28016.37,28636.0,27892.45,171.77,199.61,-27.84,40.82,11.69,61.54,66.55,4302.05142857143,-229.6,-145.47999999999956,-33.95,0.5,28334.85,28428.48,102.36999999999898,-393.33000000000175,18.77999999999884,-74.85000000000218,-7.909999999999997,32.09,29.130000000000003,-27.840000000000003,PositionState,upper,28412.0,28204.2,1364.7000000000007,0.0,0.0,0.0,0.0,0,4810.248
1938,15584,15716,1697544000000.0,28409.7,28458.2,28150.1,28204.2,8441.993,239001642.7302,2023-10-17 12:00:00,5.961e-05,59610.412,51.49,28370.63,28146.38,28258.51,28482.75,28034.26,28594.88,27922.14,147.1,189.11,-42.0,36.79,18.74,59.46,65.84,4632.969000000002,330.91,54.30999999999767,-63.06,-12.66,28328.83,28316.34,278.5499999999993,-169.94000000000233,112.13999999999942,124.63000000000102,-18.51,21.49,18.05,-42.01000000000002,IdleState,upper,28412.0,28204.2,1159.2000000000007,0.0,0.0,0.0,0.0,0,4810.248
1939,15585,15717,1697547600000.0,28204.2,28383.1,28111.4,28276.1,11750.847,331808492.3474,2023-10-17 13:00:00,5.961e-05,59532.002,54.42,28369.65,28150.71,28260.18,28479.12,28041.24,28588.6,27931.77,131.83,177.65,-45.82,33.64,18.36,57.31,64.55,5278.117571428573,645.14,-15.919999999998254,-39.93,-6.8,28340.61,28296.22,203.02000000000044,-234.85999999999692,20.12000000000262,64.51000000000204,-15.579999999999998,24.42,15.28,-45.81999999999999,,,28412.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4810.248
1940,15586,15718,1697551200000.0,28276.1,28498.7,28258.6,28450.0,7947.291,225649289.4959,2023-10-17 14:00:00,5.961e-05,59565.656,60.62,28382.54,28173.98,28278.26,28486.81,28069.7,28591.09,27965.43,132.24,168.57,-36.33,34.73,16.97,55.67,63.52,5402.207928571431,124.09,-171.7400000000016,-24.39,-0.67,28367.31,28373.11,36.81000000000131,-380.2999999999993,-76.88999999999942,-82.68999999999869,-9.380000000000004,30.62,17.759999999999998,-36.329999999999984,,,28412.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4810.248
1941,15587,15719,1697554800000.0,28450.0,28569.2,28412.9,28443.9,7340.177,209120247.9882,2023-10-17 15:00:00,5.961e-05,59985.324,60.31,28397.82,28190.25,28294.03,28501.61,28086.46,28605.4,27982.67,130.56,160.97,-30.4,35.25,16.12,54.36,62.68,5729.817000000002,327.6,-149.87000000000262,5.73,2.45,28393.3,28408.5,57.70999999999913,-357.4400000000023,-35.400000000001455,-50.60000000000218,-9.689999999999998,30.31,19.13,-30.41,,,28412.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4810.248
1942,15588,15720,1697558400000.0,28443.9,28594.7,28410.0,28567.9,4581.409,130633575.1256,2023-10-17 16:00:00,5.1e-05,60434.774,64.3,28433.52,28206.71,28320.12,28546.92,28093.31,28660.32,27979.91,137.65,156.31,-18.65,33.96,15.15,53.21,61.78,5918.125285714288,188.3,-247.78000000000247,53.25,0.2,28411.52,28488.2,-20.9800000000032,-474.59000000000015,-79.70000000000073,-156.38000000000102,-5.700000000000003,34.3,18.81,-18.66,EnterPreparationState,upper,28412.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4810.248
1943,15589,15721,1697562000000.0,28567.9,28596.8,28336.5,28412.0,5916.846,168195039.6905,2023-10-17 17:00:00,5.1e-05,60932.271,56.59,28442.34,28215.4,28328.87,28555.81,28101.93,28669.28,27988.46,129.21,150.89,-21.68,31.13,16.24,51.65,60.13,6163.191142857145,245.06,-83.13000000000102,45.58,-5.21,28410.14,28450.1,143.8100000000013,-310.0699999999997,38.09999999999855,-1.860000000000582,-13.409999999999997,26.590000000000003,14.89,-21.67999999999998,PositionState,upper,28412.0,28364.0,0.0,-48.0,89.5,-79.70000000000073,-0.287499999999909,0,4810.248
1944,15594,15726,1697580000000.0,28471.0,28477.5,28352.2,28404.5,2809.297,79828662.1267,2023-10-17 22:00:00,5.1e-05,60648.574,54.14,28480.4,28256.43,28368.42,28592.38,28144.45,28704.36,28032.47,97.41,121.12,-23.71,25.28,16.7,43.3,52.9,5363.424071428574,-253.75,-36.08000000000175,16.02,-3.21,28445.64,28429.25,187.88000000000105,-260.0499999999993,24.75,41.13999999999942,-15.86,24.14,8.580000000000002,-23.710000000000008,PositionState,upper,28680.0,28364.0,-7.5,0.0,0.0,0.0,0.0,0,3525.244
1945,15595,15727,1697583600000.0,28404.5,28430.7,28370.0,28380.7,1003.094,28497033.3491,2023-10-17 23:00:00,5.1e-05,60395.367,53.06,28478.31,28260.86,28369.59,28587.04,28152.13,28695.76,28043.41,87.52,114.4,-26.88,24.7,16.32,41.67,51.84,5273.418142857145,-90.0,-11.110000000000582,-8.89,-1.38,28437.94,28404.97,206.34000000000012,-228.5699999999997,24.27000000000044,57.23999999999796,-16.939999999999998,23.06,8.379999999999999,-26.88000000000001,PositionState,upper,28680.0,28364.0,-31.299999999999272,0.0,0.0,0.0,0.0,0,3525.244
1946,15596,15728,1697587200000.0,28380.7,28430.6,28308.0,28364.0,2676.866,75920318.885,2023-10-18 00:00:00,-1.695e-05,60508.767,52.28,28466.58,28271.53,28369.05,28564.1,28174.0,28661.63,28076.48,77.44,107.01,-29.57,23.54,17.93,39.66,50.6,4921.157714285716,-352.26,5.049999999999272,-50.15,-3.35,28429.06,28384.48,200.09999999999852,-190.0,20.479999999999563,65.06000000000131,-17.72,22.28,5.609999999999999,-29.570000000000007,IdleState,upper,28680.0,28364.0,-48.0,0.0,0.0,0.0,0.0,0,3525.244
1947,15597,15729,1697590800000.0,28364.0,28408.6,28307.7,28341.7,1996.777,56619596.2375,2023-10-18 01:00:00,-1.695e-05,60826.863,51.19,28455.58,28277.31,28366.45,28544.72,28188.18,28633.85,28099.05,66.88,98.98,-32.1,22.6,17.22,37.79,48.63,4898.116000000002,-23.04,24.75,-56.5,-1.38,28403.93,28363.09,203.02000000000044,-153.52000000000044,21.389999999999414,62.22999999999956,-18.81,21.19,5.380000000000003,-32.10000000000001,,,28680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3525.244
1948,15598,15730,1697594400000.0,28341.7,28496.6,28341.7,28458.4,2628.307,74734049.1709,2023-10-18 02:00:00,-1.695e-05,60974.137,56.32,28454.04,28296.37,28375.2,28532.87,28217.54,28611.7,28138.71,67.15,92.61,-25.46,24.72,16.15,36.58,46.95,4482.852714285716,-415.26,-83.20000000000073,-60.59,2.25,28409.08,28410.74,74.46999999999753,-240.86000000000055,-47.659999999999854,-49.31999999999971,-13.68,26.32,8.57,-25.459999999999997,,,28680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3525.244
1949,15599,15731,1697598000000.0,28458.4,28507.7,28430.2,28498.9,1696.03,48288316.2624,2023-10-18 03:00:00,-1.695e-05,60582.939,57.97,28468.13,28305.84,28386.98,28549.27,28224.69,28630.42,28143.55,69.83,88.06,-18.22,24.39,15.63,35.53,45.6,3764.651500000002,-718.2,-111.92000000000188,-2.59,2.3,28427.6,28454.82,50.36999999999898,-274.2100000000028,-44.08000000000175,-71.30000000000291,-12.03,27.97,8.76,-18.230000000000004,,,28680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3525.244
1950,15600,15732,1697601600000.0,28498.9,28993.7,28425.0,28714.4,16831.943,484094144.6456,2023-10-18 04:00:00,-1.695e-05,60703.705,65.46,28522.36,28313.97,28418.17,28626.56,28209.77,28730.76,28105.57,88.32,88.11,0.21,36.83,12.44,36.53,45.44,4399.269500000002,634.61,-296.2300000000032,108.61,15.3,28451.25,28584.61,-87.84000000000015,-504.630000000001,-129.79000000000087,-263.15000000000146,-4.540000000000006,35.459999999999994,24.39,0.2099999999999937,EnterPreparationState,upper,28680.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3525.244
1951,15601,15733,1697605200000.0,28714.4,28848.8,28615.0,28680.0,12070.867,346551165.0504,2023-10-18 05:00:00,-1.695e-05,58264.699,63.51,28560.77,28325.43,28443.1,28678.44,28207.76,28796.11,28090.09,99.06,90.3,8.76,33.78,11.41,37.45,45.33,4737.17592857143,337.9,-236.90000000000143,131.18,10.42,28479.28,28632.3,-1.5600000000013097,-472.2400000000016,-47.70000000000073,-200.7200000000012,-6.490000000000002,33.51,22.37,8.760000000000005,PositionState,upper,28680.0,28246.0,0.0,-434.0,0.0,-434.0,-158.65999999999983,0,3525.244
1952,15624,15756,1697688000000.0,28244.5,28277.0,28213.5,28270.1,1275.204,36024341.3832,2023-10-19 04:00:00,4.369e-05,60384.34,47.75,28353.11,28244.66,28298.88,28407.34,28190.43,28461.57,28136.2,-30.45,-25.55,-4.89,16.65,22.55,15.44,20.11,3186.648714285716,-589.9,28.780000000002477,-126.05,0.81,28271.16,28255.29,137.2400000000016,-79.66999999999825,-14.809999999997672,1.0600000000013097,-22.25,17.75,-5.900000000000002,-4.899999999999999,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1953,15625,15757,1697691600000.0,28270.1,28333.0,28258.3,28295.1,1690.965,47856408.2622,2023-10-19 05:00:00,4.369e-05,60369.375,49.28,28352.33,28244.72,28298.52,28406.14,28190.91,28459.94,28137.1,-26.72,-25.79,-0.93,18.91,21.67,14.82,18.93,3020.416071428574,-166.23,3.420000000001892,-55.88,3.76,28277.76,28275.19,111.04000000000087,-104.18999999999868,-19.90999999999985,-17.340000000000146,-20.72,19.28,-2.7600000000000016,-0.9299999999999996,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1954,15626,15758,1697695200000.0,28295.1,28312.9,28260.1,28273.5,1099.689,31106142.2089,2023-10-19 06:00:00,4.369e-05,60417.713,47.97,28347.07,28245.2,28296.14,28398.01,28194.27,28448.95,28143.33,-25.21,-25.67,0.46,18.37,21.05,14.25,17.96,2583.9497142857167,-436.46,22.639999999999414,-12.69,2.34,28279.78,28274.34,124.5099999999984,-79.22999999999956,0.8400000000001455,6.279999999998836,-22.03,17.97,-2.68,0.4600000000000008,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1955,15627,15759,1697698800000.0,28273.5,28324.4,28223.1,28315.0,2295.743,64910006.9089,2023-10-19 07:00:00,4.369e-05,60576.087,50.67,28348.04,28247.83,28297.93,28398.14,28197.72,28448.25,28147.62,-20.43,-24.62,4.19,17.34,21.92,14.07,17.14,2518.688928571431,-65.26,-17.06999999999971,-11.45,-2.44,28277.4,28294.67,83.13999999999942,-117.27999999999884,-20.330000000001743,-37.59999999999855,-19.33,20.67,-4.580000000000002,4.190000000000001,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1956,15628,15760,1697702400000.0,28315.0,28360.0,28288.4,28309.0,1634.092,46289239.256,2023-10-19 08:00:00,-2.73e-06,60279.685,50.27,28348.91,28249.07,28298.99,28398.83,28199.15,28448.75,28149.23,-16.93,-23.09,6.15,18.66,21.02,13.49,16.31,2500.7249285714306,-17.96,-10.0099999999984,-0.6,1.19,28277.38,28301.83,89.83000000000175,-109.84999999999854,-7.169999999998254,-31.61999999999898,-19.73,20.270000000000003,-2.3599999999999994,6.16,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1957,15629,15761,1697706000000.0,28309.0,28395.0,28260.3,28386.6,2807.509,79582223.8694,2023-10-19 09:00:00,-2.73e-06,60511.867,55.26,28362.36,28252.3,28307.33,28417.39,28197.27,28472.42,28142.25,-7.81,-20.03,12.22,19.22,19.42,12.56,15.52,2472.112785714288,-28.61,-79.2699999999968,21.13,3.47,28278.85,28344.21,30.790000000000877,-189.3299999999981,-42.38999999999942,-107.75,-14.740000000000002,25.26,-0.2000000000000028,12.220000000000002,,,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
1958,15630,15762,1697709600000.0,28386.6,28507.7,28350.0,28461.7,8636.859,245628386.8101,2023-10-19 10:00:00,-2.73e-06,60928.954,59.49,28384.89,28259.18,28322.03,28447.75,28196.32,28510.61,28133.46,5.41,-14.94,20.35,23.8,17.72,12.71,15.29,2859.697214285716,387.58,-139.6700000000019,49.86,6.84,28305.33,28402.95,-13.950000000000728,-265.380000000001,-58.75,-156.36999999999898,-10.509999999999998,29.49,6.080000000000002,20.35,EnterPreparationState,upper,28440.9,0.0,0.0,0.0,0.0,0.0,0.0,0,7333.762
